
"id","comment","annotation"
"1643","দক্ষিণ কোরিয়া, মালয়েশিয়ার সাথেও হারবে, এটাই স্বাভাবিক","neutral"
"1644","জিতেছে আওয়ামী লীগ/হেরেছে বাংলাদেশের হতভাগা জনগন কিন্তু কতদিন এভাবে চলবে ??????","negative"
"1645","এলিট গেইমে আমাদের সিদ্দিক","positive"
"1646","‘চোখের আলোয় দেখেছিলেম চোখের বাহিরে","ambiguous"
"1647","ঠিক বলেছেন","positive"
"1648","”","ambiguous"
"1649","গণতন্ত্র আজ ধর্ষিত","negative"
"1650","খরচ হাজার হাজার কোটি টাকা বেশী ব্যায় করেছে, সেই হিসাব কে দিবে ??:","negative"
"1651","অস্ট্রেলিয়ার প্রতিটা রানে শিহরিত হচ্ছি","positive"
"1652","ছেলে মেয়ে উভয়েরই ২১ বছর করা হোক","neutral"
"1653","এবং এ ব্যাপারে সে সবার আইডল হতে পারে","positive"
"1654","বৃষ্টি নিউজিল্যান্ডের জন্য আশীর্বাদ হয়ে এসেছে","positive"
"1655","ছাত্রলীগ নিষ্পাপ, দায় আসলে আমাদের যারা দর্শক হয়ে খেলা দেখছি","negative"
"1656","ভালো প্রার্থী খুঁজে লাভ নাই","negative"
"1657","লেখাটার জন্য সম্মানিত লেখককে মামুলী ধন্যবাদ দিলেও তাঁকে যেন ছোট করা হয়","positive"
"1658","৫ জানুয়ারী, সিটি নির্বাচনের অনিয়মই আমরা মুখ বুঝে মেনে নিয়েছি, এটা মানতে বাধ্য সবাই","negative"
"1659","আপনার লেখাটা অনেক ভাল হয়েছে... পড়ে ভাল লাগলো আর বিএনপির ভুল গুলো দৃশ্যমান","positive"
"1660","ইনশা আল্লাহ বাংলাদেশ জিতবে","positive"
"1661","আচরণ বিধি লঙ্ঘনের ব্যাপারে ব্যাবস্থা নেয়া না হলে নির্বাচন কমিশন এর দায় কোন ভাবেই এড়াতে পারেনা","negative"
"1662","মাশরাফি আমাদের কাছে শুধু একজন খেলোয়াড় নয় তার চেয়ে বেশি কিছু","positive"
"1663","রাজনীতি হচ্ছে দাবা খেলার মত","neutral"
"1664","তাহলেই হল","ambiguous"
"1665","কেনননননননননননননননননননননননননন !!!! একদিন বিএনপি মিউজিয়ামে পাওয়া যাবে","ambiguous"
"1666","আপনি যাদের কথা বলেছেন তাঁদের আড়ালে রাজনীতি এখন ভারতীয় দের নিয়ন্ত্রনে","negative"
"1667","আইন কি শুধুই খেলোয়ারদের জন্য ?","ambiguous"
"1668","তাচাড়া ভারতের জন্য বাংলা বাঁশতো আছেই আশা করি ভারতের সাথেই দেখা হবে নেক্ট রাউন্ডে","positive"
"1669","আপনি আব্দুল লতিফ সিদ্দিকীর নাম এবং কীর্তির কথা কিছু জানেন না বোধ হচ্ছে","negative"
"1670","সঠিক","positive"
"1671","আমার চোখেও জল ছিল! আসলেই তাই ক্রিকেট মানে সৌহার্দ্য (যদিও জানি, অনেক দল আজ ভুলে গেছে সৌহার্দ্য, সৌহার্দ্যের বদলে ঠাই নিয়েছে জোচ্চুরি )","positive"
